date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1900,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817
1901,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184
1902,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051
1903,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251
1904,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447
1905,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267
1906,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084
1907,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922
1908,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106
1909,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114
1910,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621
1911,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442
