date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1900,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284
1901,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403
1902,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241
1903,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635
1904,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863
1905,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204
1906,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018
1907,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503
1908,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696
1909,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063
1910,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344
1911,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872
1912,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944
1913,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289
1914,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939
1915,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926
1916,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282
1917,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039
1918,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392
1919,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321
1920,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543
1921,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772
1922,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725
1923,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978
1924,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784
1925,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375
