date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1900,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106
1901,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768
1902,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059
1903,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839
1904,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855
1905,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119
1906,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201
1907,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581
1908,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113
1909,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515
1910,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851
1911,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004
