date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1900,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016
1901,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926
1902,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962
1903,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824
1904,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268
1905,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679
1906,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893
1907,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204
1908,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902
1909,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751
